EX-DATA-1	A	COUVERTE	`grep -rn "\bfuel:" src/types` = 0 champ nommé `fuel` ; nommage camelCase tenu par `npm run lint` (vert) et `tsc` strict
EX-DATA-2	A	COUVERTE	sonde D2 `dictionary-fields › règle d'absence (EX-DATA-2)` verte
EX-DATA-3	A	COUVERTE	exigence de méthode (niveaux de preuve) ; les champs `SCHÉMA` restent `INCONNU` dans les deux providers (sondes D9 `normalization`, D3 `dataset-100k`)
EX-DATA-4	A	COUVERTE	unités canoniques : `predicates.test` (kW), sonde D3 `EX-DATA-111 / bornes du dictionnaire` (100 % des valeurs dans le domaine), sondes D9 `normalization`
EX-DATA-5	A	NON COUVERTE	`grep -rln UNIT_UNSUPPORTED src/providers` = aucun fichier : aucun provider ne pose le drapeau ni ne refuse une unité non gérée	drapeau jamais posé (sans effet sur les deux sources actuelles, toutes en km/kW/EUR)	écart non consigné (FV-20)
EX-DATA-6	A	COUVERTE	`format.test › roundHalfAwayFromZero — EX-SCR-3 / EX-DATA-6` ; sonde patho `AMB-01/07/35 → ARB-21` (12 499,5 → 12 500)
EX-DATA-7	A	COUVERTE	`grep normalize('NFC') src` = 2 occurrences (chargeur de référentiels + normalisation) ; sondes D9 `normalization`, D5 `screen-g` (recherche insensible aux diacritiques)
EX-DATA-8	A	COUVERTE	sondes D2 `reference-loader › assemble les 27 vocabulaires nommés (EX-DATA-8)`, `dictionary-fields › rattachement des vocabulaires (EX-DATA-8)`
EX-DATA-9	A	COUVERTE	sonde D2 `reference-loader › EX-DATA-9` + `reference.test › décode un code dans un vocabulaire nommé`
EX-DATA-10	A	NON COUVERTE	`grep -rn fuelTypePrimary src/providers src/types` = 0 : la table de repli création → recherche n'est pas implémentée	repli inexistant (champ `fuelTypePrimary` SCHÉMA, absent des sources actuelles) ; table toujours `[EXTRAPOLÉ]`	écart non consigné (FV-20) ; dette 2 d'EX-DATA-126
EX-DATA-11	A	NON COUVERTE	`grep -rn HYBRID_CATEGORY_UNRESOLVED src` = 0	drapeau jamais posé	écart non consigné (FV-20)
EX-DATA-12	A	COUVERTE	vocabulaire `KYCAR_PRICE_EVALUATION` à 6 codes chargé (sonde `reference-loader`) ; projection relevée dans les sondes D9 `vocabulary`
EX-DATA-13	A	COUVERTE	M3 = contrôle seul : sonde D4 `EX-DATA-97` (indicateurs publiés) ; `priceEvaluation` n'apparaît dans `src/engine/outliers.ts` que pour le contrôle croisé (3 occurrences, aucune dans un verdict)
EX-DATA-14	A	PARTIELLE	`src/providers/tweedehands/normalize.ts` l.389 : un deeplink vide est consigné dans `unknownFields` et l'annonce est conservée (pas de REJET) ; la coquille affiche « Cette annonce ne porte pas d'URL d'origine exploitable »	absence d'URL = conservation au lieu du rejet	écart non consigné (FV-20)
EX-DATA-15	A	COUVERTE	`shared-rules.test › clé primaire (EX-DATA-15, DR-003)`, `dedupe.test` (synthétique), sondes patho `R-PATHO-09/10` (lots dédupliqués côté providers)
EX-DATA-16	A	COUVERTE	sondes D4 `sentinels-eligibility › EX-DATA-16(a)…(f)`, patho `VAL-PRIX-ONREQ-MISSING`
EX-DATA-17	A	PARTIELLE	compteurs `priceQuotedCount/OnRequest/Missing` publiés (invariant I5, sondes D4/patho) ; `grep coverageWarning src` = 0	`priceCoverage`/`coverageWarning.price` non publiés	dette DR-122 (§6.5) élargie (FV-20)
EX-DATA-18	A	COUVERTE	sonde D2 `sentinels-prices › ON_REQUEST / MISSING (EX-DATA-16 à 18)` ; `[rev-D3] PRICE_MISSING_UNDECLARED : 2 051` posé par le provider
EX-DATA-19	A	COUVERTE	sondes D4 `EX-DATA-19(2)/EX-DATA-60/87 — sentinelle RELATIVE`, D3 `R-D3-03`, D2 `R-D2-08`, `invariants.integration › D-44`
EX-DATA-20	A	COUVERTE	sonde D8 `R-D8-31` (0 carte hors taxonomie sur 294), D9 `taxonomy › ADV-14`, `normalize.test › modèle non résolu → modelId 0`
EX-DATA-21	A	COUVERTE	`grep -n modelVersion src/engine/*.ts` = 0 : aucune clé de regroupement moteur sur la version ; `shared-rules.test` (trois formes)
EX-DATA-22	A	COUVERTE	stockage `YYYY-MM` encodé `12·année+(mois−1)` (colonne `firstRegistrationYearMonth`, sonde D2 `dictionary-fields`) ; format écran `MM/AAAA` observé écran D (« 11/2017 »)
EX-DATA-23	A	PARTIELLE	les deux providers alimentent `firstRegistrationYearMonth` (sondes D9 `normalization`, DR-037) ; aucune sonde ne rejoue les deux regex ni le drapeau `FIRST_REG_UNPARSEABLE`	tolérance du parsing non prouvée par exécution	écart non consigné (mineur, à sonder en 2.8)
EX-DATA-24	A	COUVERTE	champs dérivés : `firstRegistrationYear` (axe année, `engine/flags.ts::yearFromYearMonth`), `mileagePerYear` non exposé ; écran D « 1ʳᵉ immat. 11/2017 » observé
EX-DATA-25	A	COUVERTE	axe année = `firstRegistrationYear` : histogramme G3 (`Offres par année`) et G5 construits sur `firstRegistrationYearMonth` ; DR-037 (D9) corrigé, sonde D9 `aggregate-invariants`
EX-DATA-26	A	COUVERTE	sonde patho `VAL-ANNEE-ABSENTE — exclusion métrique par métrique, jamais d'imputation`
EX-DATA-27	A	COUVERTE	même sonde (aucune imputation) ; `grep -rn modelYear src/engine` n'alimente jamais l'axe année
EX-DATA-28	A	COUVERTE	`shared-rules.test` (Raw/Clean/tokens) ; sonde patho `ADV-18` (contenu textuel, aucun `innerHTML`) ; écran D colonne Version observée en texte
EX-DATA-29	A	COUVERTE	`shared-rules.test › nettoyage de modelVersionClean (EX-DATA-29, ARB-61/ADV-17, ARB-24)` + `étapes 7 à 10`
EX-DATA-30	A	COUVERTE	`shared-rules.test › EX-DATA-30 — liste d'arrêt promotionnelle versionnée` ; `data/reference/version-stoplist.json` servi (HTTP 200)
EX-DATA-31	A	COUVERTE	`VERSION_FULLY_STRIPPED` posé par `tweedehands/normalize.ts` ; `versionStrippedRate` dans le descripteur (`DataProvider.ts` l.185)
EX-DATA-32	A	COUVERTE	`validation.test › EX-DATA-32 : priceStatus et priceEur ne peuvent pas se contredire`
EX-DATA-33	A	COUVERTE	Conso./CO₂ affichées (écran D, colonnes observées « 14,5 l/100 km », « 340 g/km ») et jamais proposées en filtre (registre : aucun paramètre)
EX-DATA-34	A	HORS PÉRIMÈTRE	aucun filtre local KYCAR (`sourceParity:false`) n'existe dans le registre ; les seuls réglages propres à KYCAR (EX-SCR-95) ne sont pas implémentés	sans objet tant qu'aucun filtre local n'existe	—
EX-DATA-35	A	PARTIELLE	vocabulaire `KYCAR_MEASUREMENT_STANDARD` présent ; aucune dérivation WLTP/NEDC dans les providers (`grep co2Source src/providers` = 0)	`co2Source`/`consumptionSource` figés au défaut `UNKNOWN`	écart non consigné (FV-20)
EX-DATA-36	A	COUVERTE	`predicates.test › la constante de conversion est celle d'EX-DATA-36 et ne s'arrondit pas` ; sonde patho `R-PATHO-15` (corrigée)
EX-DATA-37	A	COUVERTE	`fuelSourceLabelRaw` n'est qu'une colonne chaîne (`columns.ts`), jamais décodée (`grep` : aucune fonction de décodage)
EX-DATA-38	A	COUVERTE	sonde patho `VAL-KM-0-ET-1M` ; D-47 (`R-PATHO-04`)
EX-DATA-39	A	HORS PÉRIMÈTRE	`equipmentCodes` absent du lot colonnaire (`EX-DATA-119`) ; aucun taux d'équipement publié	sans objet	—
EX-DATA-40	A	COUVERTE	sonde D9 `R-D9-14 — pays (EX-DATA-40 / ADV-15)` verte
EX-DATA-41	A	COUVERTE	registre : `custtype` seul champ vendeur, `pricetype` exclu (`filters-scope.json`, sonde D5 `registry-scope`)
EX-DATA-42	A	COUVERTE	sonde D2 `r3-guard › n'interdit pas les attributs vendeur autorisés (EX-DATA-42)`
EX-DATA-43	A	NON COUVERTE	`grep -rn "samplingBias\|adTierDistribution" src` = 0	distribution d'`adTier` et `coverageWarning.samplingBias` jamais publiées	dette DR-122 (§6.5) élargie (FV-20)
EX-DATA-44	A	COUVERTE	`grep -rn "imageUrl\|previewUrl\|youtube" src` = 0 ; colonne `imageCount` seule (`columns.ts`)
EX-DATA-45	A	COUVERTE	sonde D2 `open-points › R-D2-18 (les 17 drapeaux tiennent)` ; table `INGEST_FLAG_BIT` (D-01)
EX-DATA-46	A	COUVERTE	descripteur `ingestFlagCounts` + `rejectedByReason` publiés par `SyntheticDataProvider.ts` l.237-253 et `DataProvider.ts` ; `[rev-D3] ingestFlags ≠ 0 sur 2 753 annonces {MODEL_UNRESOLVED:469, …}`
EX-DATA-47	A	COUVERTE	sondes D2 `r3-guard`, `dictionary-fields › garantie R3 structurelle (EX-DATA-122)`, `provider-contract › aucune propriété vendeur`
EX-DATA-48	A	COUVERTE	sonde patho `ING-R3` (code postal injecté, absent en sortie) ; `tweedehands/normalize.ts` ne conserve que NUTS-2
EX-DATA-49	A	COUVERTE	sondes D2 `r3-repository-scan › EX-DATA-49 : aucun identifiant E1..E14`, `r3-sweep.test`, `validation.test` (valeur de paramètre) ; `zip`/`lat`/`lon` exclus (D-14)		dette DR-105 (E15–E17, hors texte littéral)
EX-DATA-50	A	COUVERTE	région calculée côté KYCAR (`reference-loader` NUTS-2), paramètre `region` en classe D (registre)
EX-DATA-51	A	COUVERTE	vocabulaire `KYCAR_REGION` NUTS-2 (sonde `reference-loader › 27 vocabulaires`)
EX-DATA-52	A	COUVERTE	sonde D2 `reference-loader › O14 : table NUTS-2 BE (EX-DATA-52/53)` + `hors des plages : REGION_UNRESOLVED`
EX-DATA-53	A	PARTIELLE	table `[EXTRAPOLÉ]` non confrontée au fichier officiel (sonde `R-D2-16` en `it.fails`)	obligation de confrontation avant le gel non tenue	dette motivée DR-112 (§6.5, E5)
EX-DATA-54	A	PARTIELLE	`postal-regions-be.json` servi (HTTP 200) mais `exceptions` non prioritaires : sonde `R-D2-16` en `it.fails`	les exceptions communales ne priment pas	dette motivée DR-112
EX-DATA-55	A	COUVERTE	hors plage → `INCONNU` + `REGION_UNRESOLVED` (sonde `reference-loader`) ; agrégation par `countryCode` seule
EX-DATA-56	A	HORS PÉRIMÈTRE	aucun agrégat géographique infranational n'est exposé (EX-SCR-222) : la règle de suppression < 5 n'a pas d'objet	sans objet	—
EX-DATA-57	A	COUVERTE	rattachement des champs : critère S5 de la revue D2 (`ATTEINT`), colonnes de l'écran D et agrégats observés
EX-DATA-58	A	COUVERTE	champs de diagnostic hors écrans : colonnes de l'écran D observées (15) ne portent aucun champ de diagnostic ; export CSV `EX-DATA-123bis` (sondes D6/D7)
EX-DATA-59	A	COUVERTE	notations : invariants I1–I8 exécutables (sondes D4)
EX-DATA-60	A	COUVERTE	sondes D4 `sentinels-eligibility`, patho `VAL-PRIX-SENTINELLE-MOTEUR`, D3 `R-D3-04`, `invariants.integration › D-44`
EX-DATA-61	A	PARTIELLE	`MetricStats` porte `n` (`entities.ts` l.164-175) ; titres « Offres par prix (1246) » observés ; `coverage` absent du bloc	`coverage_m` non publiée	dette motivée DR-122 (§6.5)
EX-DATA-61bis	A	COUVERTE	`coverage.test › sampleCoverageOf` ; bandeau observé « Couverture d'échantillon non applicable sous filtre — 100 000 annonces observées » ; sonde patho `T-01/AMB-15`
EX-DATA-62	A	COUVERTE	sonde D4 `quantiles-bin › EX-DATA-62/111 — quantiles exacts type 7 contre valeurs connues`
EX-DATA-63	A	COUVERTE	même sonde (double précision, arrondi à la présentation) + `ARB-21` patho
EX-DATA-64	A	PARTIELLE	10 des 13 valeurs publiées (`entities.ts::MetricStats`) ; `count`, `coverage`, `iqr` absents	3 valeurs manquantes	dette motivée DR-122 (§6.5)
EX-DATA-65	A	COUVERTE	sonde D4 `n = 1 : … sd = null (EX-DATA-65)` + `quantiles.test`
EX-DATA-66	A	COUVERTE	`src/engine/quantiles.ts` l.10 (Welford, variante Chan) ; `WelfordAccumulator` exporté
EX-DATA-67	A	COUVERTE	`format.test › formatYearRange`, `formatMileageRange (plancher/plafond de centaine)` ; sonde D6 `fourchette-centrale › card.year`
EX-DATA-68	A	PARTIELLE	agrégats de marque servis (294 cartes, sommes = N, I1) ; `modelCount`, `displayRange`, `rank`, `coverageWarning`, `adTierDistribution` absents de `MakeAggregate` — d'où « 0 modèles » affiché (FV-02)	champs manquants dans l'entité gelée	dette motivée DR-122 ; FV-02 (effet visible)
EX-DATA-69	A	COUVERTE	sondes D6 `fourchette-centrale` (11/11) ; observé : « 4 850 – 18 850 € (fourchette centrale (90 % des offres)) · du moins cher au plus cher : 400 – 19 950 € »
EX-DATA-70	A	COUVERTE	`sort.test › compareMakeRows / sortMakeRows — EX-SCR-119/120, EX-DATA-70/70ter`
EX-DATA-70bis	A	COUVERTE	`sort.test › compareLabels — EX-DATA-70bis` ; sonde D6 `tri`
EX-DATA-70ter	A	COUVERTE	sonde D7 `ecran-d › tri (EX-SCR-206, EX-DATA-70ter)` ; `sort.test` (ordre total)
EX-DATA-71	A	PARTIELLE	`view-model.test › modelCount (EX-DATA-71)` vert ; en production la carte affiche « 0 modèles » tant que ses agrégats modèle ne sont pas chargés (journal P1b-2)	valeur affichée fausse avant clic	écart non consigné (FV-02)
EX-DATA-72	A	COUVERTE	sondes D6 `modele-non-identifie`, D9 `taxonomy › ADV-14`, `router.test` (clé 0), `sort.test`
EX-DATA-73	A	COUVERTE	invariant I2 (sondes D4) : somme des modèles = effectif marque, aucun seuil
EX-DATA-74	A	COUVERTE	sondes D4 `invariants-mutation › I1..I8`, D3 `EX-DATA-104 (I1)`
EX-DATA-75	A	COUVERTE	sonde D4 `quantiles-bin › EX-DATA-75/76/77/78/79/80/81/83 — BIN`
